Unacceptable,Very High,Very High,2,2,Small,Low
Unacceptable,Very High,Very High,2,2,Small,Medium
Unacceptable,Very High,Very High,2,2,Small,High
Unacceptable,Very High,Very High,2,2,Medium,Low
Unacceptable,Very High,Very High,2,2,Medium,Medium
Unacceptable,Very High,Very High,2,2,Medium,High
Unacceptable,Very High,Very High,2,2,Big,Low
Unacceptable,Very High,Very High,2,2,Big,Medium
Unacceptable,Very High,Very High,2,2,Big,High
Unacceptable,Very High,Very High,2,4,Small,Low
Unacceptable,Very High,Very High,2,4,Small,Medium
Unacceptable,Very High,Very High,2,4,Small,High
Unacceptable,Very High,Very High,2,4,Medium,Low
Unacceptable,Very High,Very High,2,4,Medium,Medium
Unacceptable,Very High,Very High,2,4,Medium,High
Unacceptable,Very High,Very High,2,4,Big,Low
Unacceptable,Very High,Very High,2,4,Big,Medium
Unacceptable,Very High,Very High,2,4,Big,High
Unacceptable,Very High,Very High,2,5 or More,Small,Low
Unacceptable,Very High,Very High,2,5 or More,Small,Medium
Unacceptable,Very High,Very High,2,5 or More,Small,High
Unacceptable,Very High,Very High,2,5 or More,Medium,Low
Unacceptable,Very High,Very High,2,5 or More,Medium,Medium
Unacceptable,Very High,Very High,2,5 or More,Medium,High
Unacceptable,Very High,Very High,2,5 or More,Big,Low
Unacceptable,Very High,Very High,2,5 or More,Big,Medium
Unacceptable,Very High,Very High,2,5 or More,Big,High
Unacceptable,Very High,Very High,3,2,Small,Low
Unacceptable,Very High,Very High,3,2,Small,Medium
Unacceptable,Very High,Very High,3,2,Small,High
Unacceptable,Very High,Very High,3,2,Medium,Low
Unacceptable,Very High,Very High,3,2,Medium,Medium
Unacceptable,Very High,Very High,3,2,Medium,High
Unacceptable,Very High,Very High,3,2,Big,Low
Unacceptable,Very High,Very High,3,2,Big,Medium
Unacceptable,Very High,Very High,3,2,Big,High
Unacceptable,Very High,Very High,3,4,Small,Low
Unacceptable,Very High,Very High,3,4,Small,Medium
Unacceptable,Very High,Very High,3,4,Small,High
Unacceptable,Very High,Very High,3,4,Medium,Low
Unacceptable,Very High,Very High,3,4,Medium,Medium
Unacceptable,Very High,Very High,3,4,Medium,High
Unacceptable,Very High,Very High,3,4,Big,Low
Unacceptable,Very High,Very High,3,4,Big,Medium
Unacceptable,Very High,Very High,3,4,Big,High
Unacceptable,Very High,Very High,3,5 or More,Small,Low
Unacceptable,Very High,Very High,3,5 or More,Small,Medium
Unacceptable,Very High,Very High,3,5 or More,Small,High
Unacceptable,Very High,Very High,3,5 or More,Medium,Low
Unacceptable,Very High,Very High,3,5 or More,Medium,Medium
Unacceptable,Very High,Very High,3,5 or More,Medium,High
Unacceptable,Very High,Very High,3,5 or More,Big,Low
Unacceptable,Very High,Very High,3,5 or More,Big,Medium
Unacceptable,Very High,Very High,3,5 or More,Big,High
Unacceptable,Very High,Very High,4,2,Small,Low
Unacceptable,Very High,Very High,4,2,Small,Medium
Unacceptable,Very High,Very High,4,2,Small,High
Unacceptable,Very High,Very High,4,2,Medium,Low
Unacceptable,Very High,Very High,4,2,Medium,Medium
Unacceptable,Very High,Very High,4,2,Medium,High
Unacceptable,Very High,Very High,4,2,Big,Low
Unacceptable,Very High,Very High,4,2,Big,Medium
Unacceptable,Very High,Very High,4,2,Big,High
Unacceptable,Very High,Very High,4,4,Small,Low
Unacceptable,Very High,Very High,4,4,Small,Medium
Unacceptable,Very High,Very High,4,4,Small,High
Unacceptable,Very High,Very High,4,4,Medium,Low
Unacceptable,Very High,Very High,4,4,Medium,Medium
Unacceptable,Very High,Very High,4,4,Medium,High
Unacceptable,Very High,Very High,4,4,Big,Low
Unacceptable,Very High,Very High,4,4,Big,Medium
Unacceptable,Very High,Very High,4,4,Big,High
Unacceptable,Very High,Very High,4,5 or More,Small,Low
Unacceptable,Very High,Very High,4,5 or More,Small,Medium
Unacceptable,Very High,Very High,4,5 or More,Small,High
Unacceptable,Very High,Very High,4,5 or More,Medium,Low
Unacceptable,Very High,Very High,4,5 or More,Medium,Medium
Unacceptable,Very High,Very High,4,5 or More,Medium,High
Unacceptable,Very High,Very High,4,5 or More,Big,Low
Unacceptable,Very High,Very High,4,5 or More,Big,Medium
Unacceptable,Very High,Very High,4,5 or More,Big,High
Unacceptable,Very High,Very High,5 or More,2,Small,Low
Unacceptable,Very High,Very High,5 or More,2,Small,Medium
Unacceptable,Very High,Very High,5 or More,2,Small,High
Unacceptable,Very High,Very High,5 or More,2,Medium,Low
Unacceptable,Very High,Very High,5 or More,2,Medium,Medium
Unacceptable,Very High,Very High,5 or More,2,Medium,High
Unacceptable,Very High,Very High,5 or More,2,Big,Low
Unacceptable,Very High,Very High,5 or More,2,Big,Medium
Unacceptable,Very High,Very High,5 or More,2,Big,High
Unacceptable,Very High,Very High,5 or More,4,Small,Low
Unacceptable,Very High,Very High,5 or More,4,Small,Medium
Unacceptable,Very High,Very High,5 or More,4,Small,High
Unacceptable,Very High,Very High,5 or More,4,Medium,Low
